"sound.files","selec","start","end","bottom.freq","top.freq","distance","signal.type","duration","frequency.modulation","amplitude.modulation","transect","site","frequency","treatment.replicates","reference","blur.ratio","envelope.correlation","excess.attenuation","SPL","signal.to.noise.ratio.t2","signal.to.noise.ratio","cross.correlation","spectral.blur.ratio","spectrum.correlation","tail.to.noise.ratio","tail.to.signal.ratio"
"T8_HC_M2_P2_D30.WAV-song_30-99",1,0.04,0.139999999999994,6.3,6.7,30,"0.1_no.fm_no.am_38_cr","short","fm","no.am","cr2","Costa-Rica_Manu",6.5,"frq:_6.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-99-1",0.0317996332534832,0.993457469670762,29.984866546777,52.9920634367923,12.7807099077264,14.575959440103,0.977290093231797,0.0128735062754469,0.999804085300909,-4.25618868918544,-14.5401299202425
"T0_HA_M3_P3_D01.WAV-song_1-100",1,0.04,0.140000000000001,1.8,2.2,1,"0.1_no.fm_no.am_39_cr","short","fm","no.am","cr1","Costa-Rica_Manu",2,"frq:_2_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-100-1",NA,NA,NA,59.8937934986417,44.8948717326398,44.9441706819776,NA,NA,NA,3.55460582761885,-24.9570342408366
"T2_HC_M2_P2_D30.WAV-song_6-100",1,0.04,0.139999999999994,1.8,2.2,30,"0.1_no.fm_no.am_39_cr","short","fm","no.am","cr1","Costa-Rica_Manu",2,"frq:_2_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-100-1",0.0596488753315172,0.975663019496058,2.37164254464143,58.9165043254223,20.213954078905,21.0225737305318,0.985807748101366,0.00199350215063909,0.999987726019857,6.96203279007483,-16.8187519458304
"T5_HC_M2_P2_D30.WAV-song_18-100",1,0.04,0.140000000000001,1.8,2.2,30,"0.1_no.fm_no.am_39_cr","short","fm","no.am","cr3","Costa-Rica_Manu",2,"frq:_2_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-100-1",0.0970029609520058,0.949450404927978,7.71002244445093,57.0211329470136,5.96724142251867,9.50688921290593,0.975125058023334,0.000320145344155063,0.99966326904248,19.0490950462842,-7.57988859703818
"T7_HA_M2_P2_D30.WAV-song_26-100",1,0.04,0.139999999999994,1.8,2.2,30,"0.1_no.fm_no.am_39_cr","short","fm","no.am","cr2","Costa-Rica_Manu",2,"frq:_2_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-100-1",0.0193113859767147,0.996606364294425,3.46121762924764,58.3277938251919,11.2205017605143,13.329162581738,0.984540061866041,0.00594276462633215,0.999717025128207,-4.00866342836018,-15.2346480116262
"T8_HC_M2_P2_D30.WAV-song_30-100",1,0.04,0.140000000000001,1.8,2.2,30,"0.1_no.fm_no.am_39_cr","short","fm","no.am","cr2","Costa-Rica_Manu",2,"frq:_2_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-100-1",0.0231305248179424,0.996023592683996,3.59101096982501,58.2346759825861,11.0792922640195,13.2185850442014,0.975769829893441,0.00352338213947567,0.999900647128348,6.18934991124766,-8.46341347470454
"T0_HA_M3_P3_D01.WAV-song_1-65",1,0.04,0.140000000000001,6.8,7.2,1,"0.1_no.fm_no.am_4_cr","short","fm","no.am","cr1","Costa-Rica_Manu",7,"frq:_7_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-65-1",NA,NA,NA,59.5221666529427,32.5966195771241,32.7979641785702,NA,NA,NA,-0.298363734772515,-23.9907832251456
"T2_HC_M2_P2_D30.WAV-song_6-65",1,0.04,0.139999999999998,6.8,7.2,30,"0.1_no.fm_no.am_4_cr","short","fm","no.am","cr1","Costa-Rica_Manu",7,"frq:_7_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-65-1",0.0873902698541821,0.933537891309144,29.4039999489234,53.5572062227775,-22.1577598720586,0.652400402809315,0.883284120025563,0.0307647093387372,0.992952227386867,-5.30369186988654,-4.84901014089707
"T5_HC_M2_P2_D30.WAV-song_18-65",1,0.04,0.140000000000001,6.8,7.2,30,"0.1_no.fm_no.am_4_cr","short","fm","no.am","cr3","Costa-Rica_Manu",7,"frq:_7_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-65-1",0.0415208174031761,0.988329803011721,30.4600945258713,52.7734812171187,-12.3300117405287,1.88120102732092,0.964904021813108,0.0182285961483153,0.999536172605301,-0.26666181488795,-1.79618463657458
"T7_HA_M2_P2_D30.WAV-song_26-65",1,0.04,0.139999999999994,6.8,7.2,30,"0.1_no.fm_no.am_4_cr","short","fm","no.am","cr2","Costa-Rica_Manu",7,"frq:_7_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-65-1",0.0134379965944259,0.998288698819056,13.1170624037734,55.0447958280671,1.71521166562895,6.92047521323525,0.988537984498389,0.00409457783223513,0.999977582289588,-12.8234573673716,-22.1408186314611
"T8_HC_M2_P2_D30.WAV-song_30-65",1,0.04,0.140000000000001,6.8,7.2,30,"0.1_no.fm_no.am_4_cr","short","fm","no.am","cr2","Costa-Rica_Manu",7,"frq:_7_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-65-1",0.220001503586785,0.691925200775513,101.44176760502,55.8784613217452,NA,-1.0895509591358,0.810324342780038,0.00570659013671589,0.999484457523181,-4.41290461720792,-3.93592434451765
"T0_HA_M3_P3_D01.WAV-song_1-101",1,0.04,0.140000000000001,2.8,3.2,1,"0.1_no.fm_no.am_40_cr","short","fm","no.am","cr1","Costa-Rica_Manu",3,"frq:_3_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-101-1",NA,NA,NA,59.8913831866893,29.4309234292945,29.7193514708788,NA,NA,NA,-12.2859249583956,-36.8715015065972
"T2_HC_M2_P2_D30.WAV-song_6-101",1,0.04,0.140000000000009,2.8,3.2,30,"0.1_no.fm_no.am_40_cr","short","fm","no.am","cr1","Costa-Rica_Manu",3,"frq:_3_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-101-1",0.0501001630087723,0.979615136611837,10.1398764551602,56.3492458295729,-0.491739944887016,5.77820937555493,0.982252675569269,0.000659777854330657,0.999336464547522,2.52453611452815,0.87904598814399
"T5_HC_M2_P2_D30.WAV-song_18-101",1,0.04,0.140000000000001,2.8,3.2,30,"0.1_no.fm_no.am_40_cr","short","fm","no.am","cr3","Costa-Rica_Manu",3,"frq:_3_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-101-1",0.0446689738366407,0.983273493283372,15.26019855035,53.9813067123565,2.26685037874341,7.22776673381066,0.928096863634202,0.0253978984903941,0.998863744129582,-11.0559331402793,-16.1048476225076
"T7_HA_M2_P2_D30.WAV-song_26-101",1,0.04,0.140000000000009,2.8,3.2,30,"0.1_no.fm_no.am_40_cr","short","fm","no.am","cr2","Costa-Rica_Manu",3,"frq:_3_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-101-1",0.0492773287599803,0.974448889302238,9.9249301279266,55.9265182583929,7.48733205768326,10.5472293930704,0.972622284770671,0.00446991650940908,0.999678216709642,1.43281405252232,-8.79528949307978
"T8_HC_M2_P2_D30.WAV-song_30-101",1,0.04,0.140000000000001,2.8,3.2,30,"0.1_no.fm_no.am_40_cr","short","fm","no.am","cr2","Costa-Rica_Manu",3,"frq:_3_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-101-1",0.164604468427622,0.863629829277478,13.2572480886927,55.6367200399575,NA,-2.01567637729547,0.935375154053141,0.0058553668567615,0.999164482744224,-3.63265099330839,-6.43999735796871
"T0_HA_M3_P3_D01.WAV-song_1-102",1,0.04,0.140000000000001,0.8,1.2,1,"0.1_no.fm_no.am_41_cr","short","fm","no.am","cr1","Costa-Rica_Manu",1,"frq:_1_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-102-1",NA,NA,NA,59.5927195185885,44.4312070922435,44.4832011189926,NA,NA,NA,18.5704791277895,-19.5019346652592
"T2_HC_M2_P2_D30.WAV-song_6-102",1,0.04,0.139999999999994,0.8,1.2,30,"0.1_no.fm_no.am_41_cr","short","fm","no.am","cr1","Costa-Rica_Manu",1,"frq:_1_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-102-1",0.0602498187892426,0.97481517927875,3.04533403989546,58.3397149334246,13.2203572227369,14.9351855439492,0.977615668160469,0.00438671547918455,0.999992078668367,2.91972261445395,-11.6267968284088
"T5_HC_M2_P2_D30.WAV-song_18-102",1,0.04,0.139999999999998,0.8,1.2,30,"0.1_no.fm_no.am_41_cr","short","fm","no.am","cr3","Costa-Rica_Manu",1,"frq:_1_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-102-1",0.0382184710777962,0.988946652181011,17.1666355969286,54.2416272812081,-12.1128464505339,1.92391813625594,0.988964787495567,0.0026298781232746,0.999939722210048,-0.479570090481656,-11.5683152196914
"T7_HA_M2_P2_D30.WAV-song_26-102",1,0.04,0.139999999999994,0.8,1.2,30,"0.1_no.fm_no.am_41_cr","short","fm","no.am","cr2","Costa-Rica_Manu",1,"frq:_1_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-102-1",0.0277707626548629,0.993888161739299,5.49414071310487,57.3716245983482,3.97455276370906,8.23325826232182,0.981664396850175,0.00472213858148508,0.99990196058152,3.09486223280501,-3.97812780864741
"T8_HC_M2_P2_D30.WAV-song_30-102",1,0.04,0.139999999999994,0.8,1.2,30,"0.1_no.fm_no.am_41_cr","short","fm","no.am","cr2","Costa-Rica_Manu",1,"frq:_1_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-102-1",0.0322986729385409,0.983182729664987,9.54138321445114,55.6658955894428,-4.31145318471525,4.1296831571129,0.961610718771267,0.00200951240605814,0.999399405236462,-1.65738862802237,-6.38753964890358
"T0_HA_M3_P3_D01.WAV-song_1-103",1,0.04,0.139999999999994,3.3,3.7,1,"0.1_no.fm_no.am_42_cr","short","fm","no.am","cr1","Costa-Rica_Manu",3.5,"frq:_3.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-103-1",NA,NA,NA,59.7773810667465,35.3217232605288,35.4693052532297,NA,NA,NA,-6.79806418488728,-31.1940385506378
"T2_HC_M2_P2_D30.WAV-song_6-103",1,0.04,0.140000000000001,3.3,3.7,30,"0.1_no.fm_no.am_42_cr","short","fm","no.am","cr1","Costa-Rica_Manu",3.5,"frq:_3.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-103-1",0.0273920544819846,0.993463069460018,12.6305364300099,55.2227266411888,8.65006512845902,11.3806708031666,0.994418699490437,0.00186351228016787,0.999458745401664,9.18557161729496,-7.33768623522872
"T5_HC_M2_P2_D30.WAV-song_18-103",1,0.04,0.140000000000001,3.3,3.7,30,"0.1_no.fm_no.am_42_cr","short","fm","no.am","cr3","Costa-Rica_Manu",3.5,"frq:_3.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-103-1",0.200456158763325,0.730795577248401,63.6532513537915,53.4671397564043,-14.3164268701772,1.52835411763539,0.392383698014411,0.0893270050285958,0.867980726628599,2.22849059109317,-0.687179555027623
"T7_HA_M2_P2_D30.WAV-song_26-103",1,0.04,0.140000000000001,3.3,3.7,30,"0.1_no.fm_no.am_42_cr","short","fm","no.am","cr2","Costa-Rica_Manu",3.5,"frq:_3.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-103-1",0.0349390983156221,0.991088397927614,9.95019555991084,56.0342613870547,7.94856799185832,10.8740534160566,0.9668724593444,0.00735670278078642,0.999610673303842,7.04037048396202,-9.20580374417331
"T8_HC_M2_P2_D30.WAV-song_30-103",1,0.04,0.140000000000009,3.3,3.7,30,"0.1_no.fm_no.am_42_cr","short","fm","no.am","cr2","Costa-Rica_Manu",3.5,"frq:_3.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-103-1",0.0246871517767174,0.994407829707662,11.4309453849656,55.5056985222871,9.36784284931084,11.9105932139839,0.985721414861686,0.00147194065336007,0.999491055666125,3.80154939597118,-5.98350614342725
"T0_HA_M3_P3_D01.WAV-song_1-104",1,0.04,0.140000000000001,0.3,0.7,1,"0.1_no.fm_no.am_43_cr","short","fm","no.am","cr1","Costa-Rica_Manu",0.5,"frq:_0.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-104-1",NA,NA,NA,58.3510483692374,42.5784853678113,42.6427957789877,NA,NA,NA,34.2112399047135,0.731844337194005
"T2_HC_M2_P2_D30.WAV-song_6-104",1,0.04,0.140000000000001,0.3,0.7,30,"0.1_no.fm_no.am_43_cr","short","fm","no.am","cr1","Costa-Rica_Manu",0.5,"frq:_0.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-104-1",0.0364426352678105,0.992436443426005,1.11632759322531,57.8264554663422,14.4266350785039,15.9373017670659,0.965584043146593,0.00324005542292773,0.999899239541175,13.0534743567557,-11.5669077772248
"T5_HC_M2_P2_D30.WAV-song_18-104",1,0.04,0.139999999999998,0.3,0.7,30,"0.1_no.fm_no.am_43_cr","short","fm","no.am","cr3","Costa-Rica_Manu",0.5,"frq:_0.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-104-1",0.0744466647737919,0.910301413735347,35.7347233635056,53.7369592404678,NA,-0.146850369946006,0.949492052954393,0.0571127543020857,0.994706005084146,-15.8431460338726,-15.2451544739958
"T7_HA_M2_P2_D30.WAV-song_26-104",1,0.04,0.140000000000001,0.3,0.7,30,"0.1_no.fm_no.am_43_cr","short","fm","no.am","cr2","Costa-Rica_Manu",0.5,"frq:_0.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-104-1",0.0585393883706918,0.97099285946145,11.9136273412347,54.6809600635921,-0.324633746122471,5.85979959379279,0.902408915307965,0.00474031090195789,0.998454458811938,10.8460668873114,7.16068567485393
"T8_HC_M2_P2_D30.WAV-song_30-104",1,0.04,0.139999999999994,0.3,0.7,30,"0.1_no.fm_no.am_43_cr","short","fm","no.am","cr2","Costa-Rica_Manu",0.5,"frq:_0.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-104-1",0.043495211771154,0.987069540887423,5.26632484510516,56.0497685348745,18.8895079218393,19.8243908418959,0.938514046971938,0.00507122939262081,0.998293425257798,-0.41339216086563,-16.1284370925556
"T0_HA_M3_P3_D01.WAV-song_1-105",1,0.04,0.140000000000001,6.3,6.7,1,"0.1_no.fm_no.am_44_cr","short","fm","no.am","cr1","Costa-Rica_Manu",6.5,"frq:_6.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-105-1",NA,NA,NA,59.9111673436609,29.6189174383211,29.9012692113502,NA,NA,NA,-14.174475117504,-36.1005276584455
"T2_HC_M2_P2_D30.WAV-song_6-105",1,0.04,0.139999999999994,6.3,6.7,30,"0.1_no.fm_no.am_44_cr","short","fm","no.am","cr1","Costa-Rica_Manu",6.5,"frq:_6.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-105-1",0.0890863508257365,0.947619912769249,20.2388916229353,53.921780671467,13.833201067957,15.4413640201089,0.933622121617273,0.0101152219916883,0.998976779626644,7.85945372209827,-10.6999953742285
"T5_HC_M2_P2_D30.WAV-song_18-105",1,0.04,0.140000000000001,6.3,6.7,30,"0.1_no.fm_no.am_44_cr","short","fm","no.am","cr3","Costa-Rica_Manu",6.5,"frq:_6.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-105-1",0.090107715940992,0.931653175279538,42.9981775475257,52.6273178769617,NA,-0.272184183598619,0.863158133234517,0.0185974303767594,0.997403284844319,3.20868221016125,0.431185505781189
"T7_HA_M2_P2_D30.WAV-song_26-105",1,0.04,0.139999999999994,6.3,6.7,30,"0.1_no.fm_no.am_44_cr","short","fm","no.am","cr2","Costa-Rica_Manu",6.5,"frq:_6.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-105-1",0.0328198155870048,0.990221737325982,16.2988227577818,54.868794399553,11.7053596409096,13.7117747977097,0.98802210594863,0.00103658573074829,0.9997571610213,-0.0310515464016037,-16.5223505062279
"T8_HC_M2_P2_D30.WAV-song_30-105",1,0.04,0.140000000000001,6.3,6.7,30,"0.1_no.fm_no.am_44_cr","short","fm","no.am","cr2","Costa-Rica_Manu",6.5,"frq:_6.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-105-1",0.066484084168074,0.967929805628374,28.4973957238088,53.4296650238443,11.3854183635104,13.4587956855887,0.959218015772899,0.00298313348181915,0.999953654450711,3.76233085409661,-6.49948310072178
"T0_HA_M3_P3_D01.WAV-song_1-106",1,0.04,0.140000000000001,5.8,6.2,1,"0.1_no.fm_no.am_45_cr","short","fm","no.am","cr1","Costa-Rica_Manu",6,"frq:_6_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-106-1",NA,NA,NA,59.7519513987889,36.740692847331,36.8661913156123,NA,NA,NA,3.53877121743572,-18.1862535907702
"T2_HC_M2_P2_D30.WAV-song_6-106",1,0.04,0.140000000000009,5.8,6.2,30,"0.1_no.fm_no.am_45_cr","short","fm","no.am","cr1","Costa-Rica_Manu",6,"frq:_6_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-106-1",0.117797384822501,0.888243839052273,19.9309830542964,53.5710928881683,10.90076603751,13.0793469153541,0.8762086406756,0.00576159713411541,0.999438650014746,5.71166253240663,-11.4811212249086
"T5_HC_M2_P2_D30.WAV-song_18-106",1,0.04,0.140000000000001,5.8,6.2,30,"0.1_no.fm_no.am_45_cr","short","fm","no.am","cr3","Costa-Rica_Manu",6,"frq:_6_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-106-1",0.0807354796391419,0.949969659483741,65.832751113252,52.2919330803762,NA,-2.1644249810009,0.887809538244096,0.00821821702546352,0.992160629553445,-4.49064799951294,-1.01493083950351
"T7_HA_M2_P2_D30.WAV-song_26-106",1,0.04,0.140000000000009,5.8,6.2,30,"0.1_no.fm_no.am_45_cr","short","fm","no.am","cr2","Costa-Rica_Manu",6,"frq:_6_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-106-1",0.0140419388025709,0.998332494493045,13.0948004628288,55.2097766142508,15.3126157606785,16.6877693339365,0.99513271403559,0.00130984371170055,0.999808631212921,5.16411821678543,-11.1333930941703
"T8_HC_M2_P2_D30.WAV-song_30-106",1,0.04,0.140000000000001,5.8,6.2,30,"0.1_no.fm_no.am_45_cr","short","fm","no.am","cr2","Costa-Rica_Manu",6,"frq:_6_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-106-1",0.142978499628238,0.858676279395681,36.6545901559162,52.388986042041,1.09230530451075,6.58391179662599,0.872508131945437,0.00640690068294727,0.999554212784625,-0.794619827074148,-1.9298919956236
"T0_HA_M3_P3_D01.WAV-song_1-107",1,0.04,0.140000000000001,4.8,5.2,1,"0.1_no.fm_no.am_46_cr","short","fm","no.am","cr1","Costa-Rica_Manu",5,"frq:_5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-107-1",NA,NA,NA,59.600599164431,45.9988632007775,46.0422927135095,NA,NA,NA,-4.85803151536592,-27.4198886133682
"T2_HC_M2_P2_D30.WAV-song_6-107",1,0.04,0.139999999999994,4.8,5.2,30,"0.1_no.fm_no.am_46_cr","short","fm","no.am","cr1","Costa-Rica_Manu",5,"frq:_5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-107-1",0.122584701270807,0.912266558258627,20.6678962804255,52.9335002043018,15.2263495510138,16.6141882134358,0.952984792917178,0.00245455685871452,0.999947859349161,-0.00389800129985144,-12.5104970408061
"T5_HC_M2_P2_D30.WAV-song_18-107",1,0.04,0.139999999999998,4.8,5.2,30,"0.1_no.fm_no.am_46_cr","short","fm","no.am","cr3","Costa-Rica_Manu",5,"frq:_5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-107-1",0.0975926713907806,0.920875155682444,18.8097929628613,54.4083613941246,-11.4298180956871,2.06396782824925,0.884182716715013,0.0323784278071298,0.993477251126744,1.05618344906579,0.0448329596426666
"T7_HA_M2_P2_D30.WAV-song_26-107",1,0.04,0.139999999999994,4.8,5.2,30,"0.1_no.fm_no.am_46_cr","short","fm","no.am","cr2","Costa-Rica_Manu",5,"frq:_5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-107-1",0.0125344970478647,0.998697820443717,8.80303624100318,56.3371079629991,18.1200935947822,19.1366862351092,0.977384408309019,0.00153220093460476,0.999965611988237,-9.3533669437472,-28.0221722423214
"T8_HC_M2_P2_D30.WAV-song_30-107",1,0.04,0.139999999999994,4.8,5.2,30,"0.1_no.fm_no.am_46_cr","short","fm","no.am","cr2","Costa-Rica_Manu",5,"frq:_5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-107-1",0.0477705910454061,0.982252140443927,9.17167766500888,56.058263882975,18.5129998462605,19.4870589100428,0.966467144724881,0.00121129890325342,0.999872758693983,2.9608074427835,-9.24667353885527
"T0_HA_M3_P3_D01.WAV-song_1-108",1,0.04,0.139999999999994,9.8,10.2,1,"0.1_no.fm_no.am_47_cr","short","fm","no.am","cr1","Costa-Rica_Manu",10,"frq:_10_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-108-1",NA,NA,NA,56.1378784996213,43.9078737789473,43.9630865529446,NA,NA,NA,12.1848062337626,-4.82425773854705
"T2_HC_M2_P2_D30.WAV-song_6-108",1,0.04,0.140000000000001,9.8,10.2,30,"0.1_no.fm_no.am_47_cr","short","fm","no.am","cr1","Costa-Rica_Manu",10,"frq:_10_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-108-1",0.115151545476205,0.888426599511472,27.7808175831196,52.2818889205235,-43.6924154300621,0.0565949776533346,0.0798138354125335,0.0961340711537451,-0.239136265461914,0.720025916523075,0.302238992702193
"T5_HC_M2_P2_D30.WAV-song_18-108",1,0.04,0.140000000000001,9.8,10.2,30,"0.1_no.fm_no.am_47_cr","short","fm","no.am","cr3","Costa-Rica_Manu",10,"frq:_10_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-108-1",0.103976036312368,0.890262425702256,67.9671520662265,45.6307918202939,NA,-0.383949231818805,0.126632099305158,0.0932521335413312,-0.198304885945371,0.287254123160801,-0.0056601469572666
"T7_HA_M2_P2_D30.WAV-song_26-108",1,0.04,0.140000000000001,9.8,10.2,30,"0.1_no.fm_no.am_47_cr","short","fm","no.am","cr2","Costa-Rica_Manu",10,"frq:_10_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-108-1",0.123380446126916,0.771236196177718,34.5237581755112,54.4271178065939,-17.9979518539239,1.03016787951808,0.390740547080781,0.0800242596536446,0.328062712914395,1.93206444357968,-0.508015580158261
"T8_HC_M2_P2_D30.WAV-song_30-108",1,0.04,0.140000000000009,9.8,10.2,30,"0.1_no.fm_no.am_47_cr","short","fm","no.am","cr2","Costa-Rica_Manu",10,"frq:_10_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-108-1",0.0908622611968313,0.92757711080067,24.5676680278571,52.1005331984201,NA,-0.0611989073659508,0.0301825837028474,0.105712911285367,-0.266865754739171,0.439625823134679,0.0352274704399561
"T0_HA_M3_P3_D01.WAV-song_1-109",1,0.04,0.140000000000001,0.3,0.7,1,"0.1_no.fm_no.am_48_cr","short","fm","no.am","cr1","Costa-Rica_Manu",0.5,"frq:_0.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-109-1",NA,NA,NA,58.5956699419484,41.0314453279946,41.1082381813545,NA,NA,NA,33.4176460673827,0.26928905875045
"T2_HC_M2_P2_D30.WAV-song_6-109",1,0.04,0.140000000000001,0.3,0.7,30,"0.1_no.fm_no.am_48_cr","short","fm","no.am","cr1","Costa-Rica_Manu",0.5,"frq:_0.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-109-1",0.0351414045459768,0.992681837415959,4.7445043407586,56.6521923452702,19.8048260678331,20.6506051934299,0.969744390046339,0.00287794418331331,0.999742777834101,8.67124025140296,-12.4030940767455
"T5_HC_M2_P2_D30.WAV-song_18-109",1,0.04,0.139999999999994,0.3,0.7,30,"0.1_no.fm_no.am_48_cr","short","fm","no.am","cr3","Costa-Rica_Manu",0.5,"frq:_0.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-109-1",0.134838557656859,0.842157151938982,49.8478111722152,53.2742628658196,-13.3940770975834,1.68395907855761,0.842627583292716,0.241826753050763,0.974139167991112,5.63016838847099,1.12065040004041
"T7_HA_M2_P2_D30.WAV-song_26-109",1,0.04,0.140000000000001,0.3,0.7,30,"0.1_no.fm_no.am_48_cr","short","fm","no.am","cr2","Costa-Rica_Manu",0.5,"frq:_0.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-109-1",0.093508481867675,0.933483568598237,15.5153623539153,53.6988390843087,-10.6695751928028,2.23040115434866,0.751624397756379,0.0398574002390768,0.976188358600239,8.84515587995375,8.66211178125222
"T8_HC_M2_P2_D30.WAV-song_30-109",1,0.04,0.139999999999994,0.3,0.7,30,"0.1_no.fm_no.am_48_cr","short","fm","no.am","cr2","Costa-Rica_Manu",0.5,"frq:_0.5_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-109-1",0.0579303836740465,0.97883116790051,3.14069137111033,56.8643524901933,15.149870322058,16.5490450941879,0.930345519361756,0.00757329855706794,0.998603580477586,-1.0057831453939,-17.1205090299688
"T0_HA_M3_P3_D01.WAV-song_1-110",1,0.04,0.140000000000001,2.8,3.2,1,"0.1_no.fm_no.am_49_cr","short","fm","no.am","cr1","Costa-Rica_Manu",3,"frq:_3_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-110-1",NA,NA,NA,60.0396300768575,38.520219782848,38.6226059181007,NA,NA,NA,-5.7001003189331,-31.7088689043189
"T2_HC_M2_P2_D30.WAV-song_6-110",1,0.04,0.139999999999994,2.8,3.2,30,"0.1_no.fm_no.am_49_cr","short","fm","no.am","cr1","Costa-Rica_Manu",3,"frq:_3_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-110-1",0.0438148134178548,0.986811933459623,7.65421619949202,56.7940309490317,7.55165164026821,10.5925009106305,0.95754116042003,0.00673375548760386,0.999084492486908,6.00211312166383,-4.67686504793003
"T5_HC_M2_P2_D30.WAV-song_18-110",1,0.04,0.140000000000001,2.8,3.2,30,"0.1_no.fm_no.am_49_cr","short","fm","no.am","cr3","Costa-Rica_Manu",3,"frq:_3_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-110-1",0.0264138211054536,0.994945769332005,32.544388580885,54.1702919819516,14.2750490052012,15.8100926687154,0.96446797540969,0.0285430130924709,0.999389761731743,8.30487452245345,-11.0873195136451
"T7_HA_M2_P2_D30.WAV-song_26-110",1,0.04,0.139999999999994,2.8,3.2,30,"0.1_no.fm_no.am_49_cr","short","fm","no.am","cr2","Costa-Rica_Manu",3,"frq:_3_dur:_short_no.am_fm","T0_HA_M3_P3_D01.WAV-song_1-110-1",0.0399513943107324,0.988119059249698,7.31021623335109,57.053112103085,11.3180680996743,13.4057912513058,0.960927149816209,0.00317359276650468,0.999876589598539,-4.0298005755993,-14.595030690349
