"sound.files","selec","start","end","bottom.freq","top.freq","distance","signal.type","duration","frequency.modulation","amplitude.modulation","transect","site","frequency","treatment.replicates","reference","blur.ratio","envelope.correlation","excess.attenuation","SPL","signal.to.noise.ratio.t2","signal.to.noise.ratio","cross.correlation","spectral.blur.ratio","spectrum.correlation","tail.to.noise.ratio","tail.to.signal.ratio"
"200303-012.wav_850",1,0.04,0.140022675736994,1.849,2.506,30,"0.1_fm_no.am_no.harm_9_mx","short","fm","no.am","mx2","Mexico_DF",2,"frq:_2_dur:_short_no.am_fm","200303-000.wav_850-1",0.113974096046276,0.928829707843375,6.04192479517225,56.35948793524,4.45019119498762,8.52763712837953,0.79784508409811,0.0632705786023594,0.889662434792843,1.96420468684536,-7.45234963228321
"200303-026.wav_850",1,0.04,0.140022675736994,1.849,2.506,30,"0.1_fm_no.am_no.harm_9_mx","short","fm","no.am","mx3","Mexico_DF",2,"frq:_2_dur:_short_no.am_fm","200303-000.wav_850-1",0.188509665257662,0.852042637946894,11.664918380002,54.6365718328757,10.0583064412487,12.4309547805807,0.8236656117126,0.121941569794989,0.877283138178125,-0.616878631502225,-11.7180700142332
"200303-027.wav_850",1,0.04,0.140022675736994,1.849,2.506,30,"0.1_fm_no.am_no.harm_9_mx","short","fm","no.am","mx3","Mexico_DF",2,"frq:_2_dur:_short_no.am_fm","200303-000.wav_850-1",0.156940965471717,0.890462822051294,12.9549346267517,54.0057624615922,9.42184028160618,11.9509185228745,0.690160417248172,0.104205826406496,0.794582347701258,0.546021532515949,-8.66509813901036
"T0_HA_M3_P3_D01.WAV-song_1-422",1,0.04,0.140000000000009,5.3,5.7,1,"0.1_no.fm_am_1_cr","short","fm","am","cr1","Costa-Rica_Manu",5.5,"frq:_5.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-422-1",NA,NA,NA,57.401684060155,49.078186336496,49.1086752917763,NA,NA,NA,-12.8411003943553,-30.3281784724891
"T2_HC_M2_P2_D30.WAV-song_6-422",1,0.04,0.140000000000009,5.3,5.7,30,"0.1_no.fm_am_1_cr","short","fm","am","cr1","Costa-Rica_Manu",5.5,"frq:_5.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-422-1",0.068906195972457,0.964565462111069,22.2787179831486,52.0679869805937,4.84681369027674,8.77778092421004,0.898702684373508,0.008268213265431,0.999281421064013,8.63059719528482,0.689361558716418
"T5_HC_M2_P2_D30.WAV-song_18-422",1,0.04,0.140000000000023,5.3,5.7,30,"0.1_no.fm_am_1_cr","short","fm","am","cr3","Costa-Rica_Manu",5.5,"frq:_5.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-422-1",0.108165545020783,0.933313470202238,23.1312532225538,52.9454640906542,NA,-0.287173190228025,0.635623191269618,0.0113616423128316,0.979238650129267,-3.08036195299406,-2.76483418692953
"T7_HA_M2_P2_D30.WAV-song_26-422",1,0.04,0.140000000000009,5.3,5.7,30,"0.1_no.fm_am_1_cr","short","fm","am","cr2","Costa-Rica_Manu",5.5,"frq:_5.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-422-1",0.0294496629437472,0.99564559256813,6.92927628111202,54.6824291734074,20.4855982102176,21.2704114874584,0.992809769683451,0.00143306338136736,0.999988852693855,1.3882316430724,-16.4099540595213
"T8_HC_M2_P2_D30.WAV-song_30-422",1,0.04,0.139999999999994,5.3,5.7,30,"0.1_no.fm_am_1_cr","short","fm","am","cr2","Costa-Rica_Manu",5.5,"frq:_5.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-422-1",0.093851381683014,0.961621684219285,25.6488120250533,52.2751837081804,14.5826143762717,16.068568040056,0.958167922971826,0.00194457290831525,0.999816840230664,8.3288341501959,-5.0546091235423
"T0_HA_M3_P3_D01.WAV-song_1-431",1,0.04,0.139999999999994,8.3,8.7,1,"0.1_no.fm_am_10_cr","short","fm","am","cr1","Costa-Rica_Manu",8.5,"frq:_8.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-431-1",NA,NA,NA,57.1528134451587,28.4598364837142,28.7817576971236,NA,NA,NA,-7.08962573179662,-23.4980916118698
"T2_HC_M2_P2_D30.WAV-song_6-431",1,0.04,0.139999999999994,8.3,8.7,30,"0.1_no.fm_am_10_cr","short","fm","am","cr1","Costa-Rica_Manu",8.5,"frq:_8.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-431-1",0.344234876625494,0.444821382337528,53.8667659149865,51.4283316279339,NA,-0.21469569770675,0.720913595614189,0.0465780394162888,0.998782193546894,-7.39717813521059,-3.815729837253
"T5_HC_M2_P2_D30.WAV-song_18-431",1,0.04,0.139999999999994,8.3,8.7,30,"0.1_no.fm_am_10_cr","short","fm","am","cr3","Costa-Rica_Manu",8.5,"frq:_8.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-431-1",0.0996417592721593,0.958420760632313,65.537914125155,53.0672376598908,NA,-1.04131075613012,0.868426364241949,0.00828169579780993,0.996390284723957,-1.90836245495327,-2.43055633403488
"T7_HA_M2_P2_D30.WAV-song_26-431",1,0.04,0.139999999999994,8.3,8.7,30,"0.1_no.fm_am_10_cr","short","fm","am","cr2","Costa-Rica_Manu",8.5,"frq:_8.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-431-1",0.0384704260532177,0.992284598348886,35.8709603592102,53.1418124017356,6.67926183368341,9.9870351019623,0.972673879112226,0.0223326048782023,0.999714546531117,-3.35772032972936,-10.9899757181601
"T8_HC_M2_P2_D30.WAV-song_30-431",1,0.04,0.139999999999994,8.3,8.7,30,"0.1_no.fm_am_10_cr","short","fm","am","cr2","Costa-Rica_Manu",8.5,"frq:_8.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-431-1",0.0541669309319363,0.978484489926654,42.353857632953,52.1669536859625,4.62365528198727,8.63651915680321,0.964676097935706,0.00551500270334992,0.999776284333159,-3.26900586684235,-10.8118712185389
"T0_HA_M3_P3_D01.WAV-song_1-432",1,0.04,0.139999999999994,2.3,2.7,1,"0.1_no.fm_am_11_cr","short","fm","am","cr1","Costa-Rica_Manu",2.5,"frq:_2.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-432-1",NA,NA,NA,56.9681386884475,44.0978048573303,44.1518271246269,NA,NA,NA,-9.20134922503363,-26.1915550386648
"T2_HC_M2_P2_D30.WAV-song_6-432",1,0.04,0.140000000000009,2.3,2.7,30,"0.1_no.fm_am_11_cr","short","fm","am","cr1","Costa-Rica_Manu",2.5,"frq:_2.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-432-1",0.107811488030106,0.95703676910706,3.27686189064224,55.6864230346754,6.77656080321341,10.0536372451873,0.957992502157338,0.000672747171860725,0.998470044273753,4.25816641455482,-4.2853394677595
"T5_HC_M2_P2_D30.WAV-song_18-432",1,0.04,0.140000000000023,2.3,2.7,30,"0.1_no.fm_am_11_cr","short","fm","am","cr3","Costa-Rica_Manu",2.5,"frq:_2.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-432-1",0.262221404235377,0.722809278458918,19.5416421841138,53.7586124063246,4.10080050030659,8.3107951701583,0.875951724651026,0.0176941719244317,0.999844507142953,3.67907455296939,1.81902832014744
"T7_HA_M2_P2_D30.WAV-song_26-432",1,0.04,0.140000000000009,2.3,2.7,30,"0.1_no.fm_am_11_cr","short","fm","am","cr2","Costa-Rica_Manu",2.5,"frq:_2.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-432-1",0.0512616670421402,0.987139164775691,1.75509091258073,56.2608721809415,13.3051203635997,15.0048232283425,0.983318959532646,0.00203245087554596,0.999960615596296,-1.87226486347195,-17.6294275754852
"T8_HC_M2_P2_D30.WAV-song_30-432",1,0.04,0.139999999999994,2.3,2.7,30,"0.1_no.fm_am_11_cr","short","fm","am","cr2","Costa-Rica_Manu",2.5,"frq:_2.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-432-1",0.147044142620231,0.909539978832916,8.52344623270956,54.339421549174,-0.432360197503621,5.80710975263431,0.924933953233546,0.00235532052640055,0.999813612509711,0.191783794935591,-3.98409584465268
"T0_HA_M3_P3_D01.WAV-song_1-433",1,0.04,0.140000000000023,2.8,3.2,1,"0.1_no.fm_am_12_cr","short","fm","am","cr1","Costa-Rica_Manu",3,"frq:_3_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-433-1",NA,NA,NA,57.3318058525626,23.8629987515975,24.4026380169591,NA,NA,NA,-12.4065949540496,-31.0403849439828
"T2_HC_M2_P2_D30.WAV-song_6-433",1,0.04,0.139999999999994,2.8,3.2,30,"0.1_no.fm_am_12_cr","short","fm","am","cr1","Costa-Rica_Manu",3,"frq:_3_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-433-1",0.0788542366350051,0.974908301746074,6.44355191572053,55.4507536776141,-10.3799466592765,2.29684293417931,0.955094532542615,0.00761785964305018,0.999928588384494,-10.942698207248,-12.8898735742391
"T5_HC_M2_P2_D30.WAV-song_18-433",1,0.04,0.139999999999994,2.8,3.2,30,"0.1_no.fm_am_12_cr","short","fm","am","cr3","Costa-Rica_Manu",3,"frq:_3_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-433-1",0.121467033612376,0.939744351585193,6.97173235243879,54.6353325931015,-2.12138288109864,5.02451216883489,0.940881986097025,0.0166030655955836,0.999214286922177,2.35825501410091,-9.09501350190387
"T7_HA_M2_P2_D30.WAV-song_26-433",1,0.04,0.139999999999994,2.8,3.2,30,"0.1_no.fm_am_12_cr","short","fm","am","cr2","Costa-Rica_Manu",3,"frq:_3_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-433-1",0.039416247291177,0.992245341630976,7.66127522986697,54.6654660650246,-2.61502570645433,4.81112952199322,0.950957283085301,0.00321517960666348,0.999614917997334,0.171950363373972,-6.05226754374392
"T8_HC_M2_P2_D30.WAV-song_30-433",1,0.04,0.139999999999994,2.8,3.2,30,"0.1_no.fm_am_12_cr","short","fm","am","cr2","Costa-Rica_Manu",3,"frq:_3_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-433-1",0.0708326391300393,0.97855010807943,17.7947561506456,53.8236586071696,-1.86717652684766,5.13708792538564,0.9576849762565,0.00826775597519296,0.999835730512316,0.391820065197806,-6.52919509911261
"T0_HA_M3_P3_D01.WAV-song_1-434",1,0.04,0.139999999999994,3.3,3.7,1,"0.1_no.fm_am_13_cr","short","fm","am","cr1","Costa-Rica_Manu",3.5,"frq:_3.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-434-1",NA,NA,NA,57.4384940647505,22.0840373107488,22.7417932487066,NA,NA,NA,-9.7219201025639,-29.3299834456096
"T2_HC_M2_P2_D30.WAV-song_6-434",1,0.04,0.140000000000009,3.3,3.7,30,"0.1_no.fm_am_13_cr","short","fm","am","cr1","Costa-Rica_Manu",3.5,"frq:_3.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-434-1",0.0609023809336444,0.964338424123651,9.64136058990656,53.857295939771,2.58717624418486,7.41016097099159,0.917879387025008,0.0116818175026814,0.994549518578097,1.91536156216789,-10.8949831103468
"T5_HC_M2_P2_D30.WAV-song_18-434",1,0.04,0.139999999999994,3.3,3.7,30,"0.1_no.fm_am_13_cr","short","fm","am","cr3","Costa-Rica_Manu",3.5,"frq:_3.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-434-1",0.0850815973219185,0.942493871767955,19.637928353572,51.3187193132674,NA,-2.25967002330327,0.769539526406943,0.0187991744755282,0.989774787570867,-8.93060206438578,-7.61807005127837
"T7_HA_M2_P2_D30.WAV-song_26-434",1,0.04,0.140000000000009,3.3,3.7,30,"0.1_no.fm_am_13_cr","short","fm","am","cr2","Costa-Rica_Manu",3.5,"frq:_3.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-434-1",0.0204943007943566,0.998027461724185,7.24466171765532,54.8273126332044,7.14014668103534,10.3045863811896,0.993937424236987,0.00235953094500434,0.999969917744805,-3.75393336457434,-14.800996259364
"T8_HC_M2_P2_D30.WAV-song_30-434",1,0.04,0.140000000000023,3.3,3.7,30,"0.1_no.fm_am_13_cr","short","fm","am","cr2","Costa-Rica_Manu",3.5,"frq:_3.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-434-1",0.0674396029505148,0.971124527267199,8.26712086785033,55.0350134881601,3.93943733453102,8.21176896387367,0.972115068191524,0.00143093659227622,0.999990762516206,-0.268222286891346,-9.85172766764087
"T0_HA_M3_P3_D01.WAV-song_1-435",1,0.04,0.139999999999994,2.3,2.7,1,"0.1_no.fm_am_14_cr","short","fm","am","cr1","Costa-Rica_Manu",2.5,"frq:_2.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-435-1",NA,NA,NA,56.9386124354447,47.4820491906406,47.5186757279536,NA,NA,NA,-11.4982401084115,-28.4461918040391
"T2_HC_M2_P2_D30.WAV-song_6-435",1,0.04,0.139999999999994,2.3,2.7,30,"0.1_no.fm_am_14_cr","short","fm","am","cr1","Costa-Rica_Manu",2.5,"frq:_2.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-435-1",0.113093209600799,0.952499411126634,3.36733105248952,55.3791826866821,10.9723798586964,13.1351250747512,0.963075722635992,0.00290992885138017,0.999078519414027,5.81218672655051,-4.43959675510711
"T5_HC_M2_P2_D30.WAV-song_18-435",1,0.04,0.139999999999994,2.3,2.7,30,"0.1_no.fm_am_14_cr","short","fm","am","cr3","Costa-Rica_Manu",2.5,"frq:_2.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-435-1",0.266374604901688,0.705126092037249,17.4628695371446,53.023370529759,-4.32446277633415,4.12476270903853,0.847571610388213,0.00981669720048689,0.999823569979269,11.867101496599,1.95803927156086
"T7_HA_M2_P2_D30.WAV-song_26-435",1,0.04,0.139999999999994,2.3,2.7,30,"0.1_no.fm_am_14_cr","short","fm","am","cr2","Costa-Rica_Manu",2.5,"frq:_2.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-435-1",0.0495011738639252,0.986251231328553,1.13527969999665,56.3803800401697,16.107592238889,17.3707920191235,0.972066372636581,0.00184003111422357,0.999963737417884,0.894953983488401,-14.4547774840715
"T8_HC_M2_P2_D30.WAV-song_30-435",1,0.04,0.139999999999994,2.3,2.7,30,"0.1_no.fm_am_14_cr","short","fm","am","cr2","Costa-Rica_Manu",2.5,"frq:_2.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-435-1",0.147641720778923,0.904761152409809,11.0138013379388,53.1292585896544,5.12778398889309,8.9575247162608,0.925991955776961,0.00378188323809249,0.999806253213974,-2.75288261916589,-8.36171653164902
"T0_HA_M3_P3_D01.WAV-song_1-436",1,0.04,0.139999999999994,3.8,4.2,1,"0.1_no.fm_am_15_cr","short","fm","am","cr1","Costa-Rica_Manu",4,"frq:_4_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-436-1",NA,NA,NA,57.3219118543262,25.0436059619288,25.5164938348784,NA,NA,NA,-12.5581916500767,-30.5051867941171
"T2_HC_M2_P2_D30.WAV-song_6-436",1,0.04,0.139999999999994,3.8,4.2,30,"0.1_no.fm_am_15_cr","short","fm","am","cr1","Costa-Rica_Manu",4,"frq:_4_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-436-1",0.0461262994417491,0.987866105996451,7.83030226238376,55.1230996323342,-10.5205693378363,2.26437036701875,0.976271395955791,0.00233029357124655,0.999974090153251,-8.18037406457401,-9.22678856802966
"T5_HC_M2_P2_D30.WAV-song_18-436",1,0.04,0.139999999999994,3.8,4.2,30,"0.1_no.fm_am_15_cr","short","fm","am","cr3","Costa-Rica_Manu",4,"frq:_4_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-436-1",0.227545083716705,0.706452390012763,20.863795956639,52.3466779217275,NA,-2.86004976624242,0.578300376514968,0.0119272422336999,0.996533803664252,1.63571645325954,-0.603760688999821
"T7_HA_M2_P2_D30.WAV-song_26-436",1,0.04,0.139999999999994,3.8,4.2,30,"0.1_no.fm_am_15_cr","short","fm","am","cr2","Costa-Rica_Manu",4,"frq:_4_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-436-1",0.0365586802536676,0.993641009730033,6.28427778872213,54.7987148709912,7.39067283845782,10.4793826129222,0.989264385824477,0.000774667342739583,0.999996925823853,-2.06370780065258,-13.4584951135396
"T8_HC_M2_P2_D30.WAV-song_30-436",1,0.04,0.139999999999994,3.8,4.2,30,"0.1_no.fm_am_15_cr","short","fm","am","cr2","Costa-Rica_Manu",4,"frq:_4_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-436-1",0.0854227726993782,0.955363728106907,12.0671131725567,55.0561156546516,-5.9484346885182,3.54594693656047,0.938268214129448,0.00270583000231175,0.999878130154001,-0.0767570356603865,-4.35123699642144
"T0_HA_M3_P3_D01.WAV-song_1-437",1,0.04,0.139999999999994,3.8,4.2,1,"0.1_no.fm_am_16_cr","short","fm","am","cr1","Costa-Rica_Manu",4,"frq:_4_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-437-1",NA,NA,NA,57.3904651245002,27.8381882284472,28.1835250372672,NA,NA,NA,-13.8536770722365,-31.9255144098185
"T2_HC_M2_P2_D30.WAV-song_6-437",1,0.04,0.140000000000009,3.8,4.2,30,"0.1_no.fm_am_16_cr","short","fm","am","cr1","Costa-Rica_Manu",4,"frq:_4_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-437-1",0.06889198045612,0.976749949173306,7.18851947567866,54.6804023506517,-0.621593949235615,5.7153621938534,0.966329915115062,0.00670949596576725,0.999996704976979,5.31937226573296,-8.30439990866907
"T5_HC_M2_P2_D30.WAV-song_18-437",1,0.04,0.140000000000023,3.8,4.2,30,"0.1_no.fm_am_16_cr","short","fm","am","cr3","Costa-Rica_Manu",4,"frq:_4_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-437-1",0.190210789019122,0.741063034702642,19.7196900014311,52.3801534166676,-13.4541038304158,1.67341018795081,0.413511762849801,0.0125616443164097,0.872908289498095,0.347924702644629,0.372306375356773
"T7_HA_M2_P2_D30.WAV-song_26-437",1,0.04,0.140000000000009,3.8,4.2,30,"0.1_no.fm_am_16_cr","short","fm","am","cr2","Costa-Rica_Manu",4,"frq:_4_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-437-1",0.0309170212602834,0.995310479115071,5.66860038202233,55.0044607329635,11.0737747810266,13.2142723740135,0.990822415611097,0.00100144036631822,0.999777065548226,-3.70684680235686,-17.2999976046692
"T8_HC_M2_P2_D30.WAV-song_30-437",1,0.04,0.139999999999994,3.8,4.2,30,"0.1_no.fm_am_16_cr","short","fm","am","cr2","Costa-Rica_Manu",4,"frq:_4_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-437-1",0.132395680921255,0.915220164154095,18.1790384024742,52.4813513772841,-0.0733639318593618,5.98399540416098,0.796186311890765,0.0020968202419335,0.999817936356077,5.36770340998875,-5.4600070554581
"T0_HA_M3_P3_D01.WAV-song_1-438",1,0.04,0.140000000000023,4.3,4.7,1,"0.1_no.fm_am_17_cr","short","fm","am","cr1","Costa-Rica_Manu",4.5,"frq:_4.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-438-1",NA,NA,NA,58.3539262738079,30.4438142590425,30.700959857064,NA,NA,NA,-13.7584457958919,-30.8713231940368
"T2_HC_M2_P2_D30.WAV-song_6-438",1,0.04,0.139999999999994,4.3,4.7,30,"0.1_no.fm_am_17_cr","short","fm","am","cr1","Costa-Rica_Manu",4.5,"frq:_4.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-438-1",0.0654020074692093,0.979906682034667,12.6466840760691,54.2344151398799,1.00203269841504,6.53605797886233,0.963136244024271,0.0027899077907793,0.999279513162015,3.11094893248003,-8.59273518163978
"T5_HC_M2_P2_D30.WAV-song_18-438",1,0.04,0.139999999999994,4.3,4.7,30,"0.1_no.fm_am_17_cr","short","fm","am","cr3","Costa-Rica_Manu",4.5,"frq:_4.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-438-1",0.190542592957085,0.764511791794688,24.0896400657465,52.6621290000973,-23.7400458029678,0.547095131243065,0.381651301215865,0.0123287986715673,0.98544597212371,4.93246068699619,-0.595400910241585
"T7_HA_M2_P2_D30.WAV-song_26-438",1,0.04,0.139999999999994,4.3,4.7,30,"0.1_no.fm_am_17_cr","short","fm","am","cr2","Costa-Rica_Manu",4.5,"frq:_4.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-438-1",0.0229003729322054,0.997237530312374,5.40462403745539,56.5036930156597,10.73204955325,12.9483417556372,0.981618654223509,0.000551810254093409,0.999986505875051,-2.51262169919303,-18.2519318660654
"T8_HC_M2_P2_D30.WAV-song_30-438",1,0.04,0.139999999999994,4.3,4.7,30,"0.1_no.fm_am_17_cr","short","fm","am","cr2","Costa-Rica_Manu",4.5,"frq:_4.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-438-1",0.0418026320231966,0.988785487443288,13.1088661264008,54.7060357862942,-6.59795506953354,3.33360557622219,0.972287020405618,0.00261383785919097,0.999932349084038,-0.669197913787549,-8.38232608078678
"T0_HA_M3_P3_D01.WAV-song_1-439",1,0.04,0.139999999999994,4.3,4.7,1,"0.1_no.fm_am_18_cr","short","fm","am","cr1","Costa-Rica_Manu",4.5,"frq:_4.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-439-1",NA,NA,NA,58.3602176648999,33.7804359131273,33.9563847358916,NA,NA,NA,-13.2814886495006,-30.8792639040503
"T2_HC_M2_P2_D30.WAV-song_6-439",1,0.04,0.140000000000009,4.3,4.7,30,"0.1_no.fm_am_18_cr","short","fm","am","cr1","Costa-Rica_Manu",4.5,"frq:_4.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-439-1",0.0589695447252458,0.982057367567736,6.51241099431873,54.9962813748822,0.473171608027211,6.26040737478981,0.980081052894026,0.00131329259062819,0.998554777997536,0.780387433654121,-6.5130434277399
"T5_HC_M2_P2_D30.WAV-song_18-439",1,0.04,0.139999999999994,4.3,4.7,30,"0.1_no.fm_am_18_cr","short","fm","am","cr3","Costa-Rica_Manu",4.5,"frq:_4.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-439-1",0.204879228840988,0.681854659511285,23.5737502361697,53.0391866178461,-8.70251412580071,2.7164885593004,0.0268603115798809,0.0200072054809154,0.247428030038435,2.82240697925689,2.95540692703475
"T7_HA_M2_P2_D30.WAV-song_26-439",1,0.04,0.140000000000009,4.3,4.7,30,"0.1_no.fm_am_18_cr","short","fm","am","cr2","Costa-Rica_Manu",4.5,"frq:_4.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-439-1",0.0262002699046024,0.996441605512894,5.44953552061984,56.1758995907764,14.9866532053884,16.4103066664454,0.99433432690445,0.00115369778838444,0.999983766276673,0.669153358638053,-18.4529323815234
"T8_HC_M2_P2_D30.WAV-song_30-439",1,0.04,0.140000000000023,4.3,4.7,30,"0.1_no.fm_am_18_cr","short","fm","am","cr2","Costa-Rica_Manu",4.5,"frq:_4.5_dur:_short_am_fm","T0_HA_M3_P3_D01.WAV-song_1-439-1",0.036655781465964,0.993211795828078,11.5683746465929,54.1983532126503,6.08232416149176,9.58362329120359,0.960024513262177,0.00218246768195128,0.999725126775136,4.53518570223844,-9.15546602107708
